entrez_gene_id	gene_symbol	gene_name	positive	sources	testing
675	BRCA2	breast cancer 2, early onset	0		0
676	BRDT	bromodomain, testis-specific	0		0
677	ZFP36L1	ZFP36 ring finger protein-like 1	0		0
678	ZFP36L2	ZFP36 ring finger protein-like 2	0		0
680	BRS3	bombesin-like receptor 3	0		0
682	BSG	basigin (Ok blood group)	0		1
683	BST1	bone marrow stromal cell antigen 1	0		0
684	BST2	bone marrow stromal cell antigen 2	0		0
685	BTC	betacellulin	0		0
686	BTD	biotinidase	0		1
687	KLF9	Kruppel-like factor 9	0		1
688	KLF5	Kruppel-like factor 5 (intestinal)	0		0
689	BTF3	basic transcription factor 3	0		0
694	BTG1	B-cell translocation gene 1, anti-proliferative	0		1
695	BTK	Bruton agammaglobulinemia tyrosine kinase	0		0
696	BTN1A1	butyrophilin, subfamily 1, member A1	0		0
699	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	0		1
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	0		0
705	BYSL	bystin-like	0		0
706	TSPO	translocator protein (18kDa)	0		0
708	C1QBP	complement component 1, q subcomponent binding protein	0		0
710	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	0		1
712	C1QA	complement component 1, q subcomponent, A chain	0		0
713	C1QB	complement component 1, q subcomponent, B chain	0		0
714	C1QC	complement component 1, q subcomponent, C chain	0		0
715	C1R	complement component 1, r subcomponent	0		0
716	C1S	complement component 1, s subcomponent	0		0
717	C2	complement component 2	0		0
718	C3	complement component 3	0		1
719	C3AR1	complement component 3a receptor 1	0		0
720	C4A	complement component 4A (Rodgers blood group)	0		0
721	C4B	complement component 4B (Chido blood group)	0		1
722	C4BPA	complement component 4 binding protein, alpha	0		1
725	C4BPB	complement component 4 binding protein, beta	0		0
726	CAPN5	calpain 5	0		1
727	C5	complement component 5	0		0
728	C5AR1	complement component 5a receptor 1	0		0
729	C6	complement component 6	0		0
730	C7	complement component 7	0		0
731	C8A	complement component 8, alpha polypeptide	0		0
732	C8B	complement component 8, beta polypeptide	0		0
733	C8G	complement component 8, gamma polypeptide	0		0
734	OSGIN2	oxidative stress induced growth inhibitor family member 2	0		0
735	C9	complement component 9	0		1
738	VPS51	vacuolar protein sorting 51 homolog (S. cerevisiae)	0		0
740	MRPL49	mitochondrial ribosomal protein L49	0		0
741	ZNHIT2	zinc finger, HIT-type containing 2	0		1
744	MPPED2	metallophosphoesterase domain containing 2	0		0
745	MYRF	myelin regulatory factor	0		0
746	TMEM258	transmembrane protein 258	0		0
747	DAGLA	diacylglycerol lipase, alpha	0		0
752	FMNL1	formin-like 1	0		0
753	LDLRAD4	low density lipoprotein receptor class A domain containing 4	0		0
754	PTTG1IP	pituitary tumor-transforming 1 interacting protein	0		1
755	C21orf2	chromosome 21 open reading frame 2	0		0
757	TMEM50B	transmembrane protein 50B	0		1
758	MPPED1	metallophosphoesterase domain containing 1	0		0
759	CA1	carbonic anhydrase I	0		0
760	CA2	carbonic anhydrase II	0		0
761	CA3	carbonic anhydrase III	0		0
762	CA4	carbonic anhydrase IV	1	DISEASES	1
763	CA5A	carbonic anhydrase VA, mitochondrial	0		0
765	CA6	carbonic anhydrase VI	0		0
766	CA7	carbonic anhydrase VII	0		0
767	CA8	carbonic anhydrase VIII	0		0
768	CA9	carbonic anhydrase IX	0		1
770	CA11	carbonic anhydrase XI	0		0
771	CA12	carbonic anhydrase XII	0		0
773	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	1	DISEASES, DOAF, DisGeNET	0
774	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit	0		1
775	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	0		0
776	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	1	DISEASES	1
777	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	0		0
778	CACNA1F	calcium channel, voltage-dependent, L type, alpha 1F subunit	0		0
779	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit	0		0
780	DDR1	discoidin domain receptor tyrosine kinase 1	0		0
781	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1	0		0
782	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	0		1
783	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	0		1
784	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	0		1
785	CACNB4	calcium channel, voltage-dependent, beta 4 subunit	1	DisGeNET	0
786	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	0		0
788	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	0		1
790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	0		0
793	CALB1	calbindin 1, 28kDa	1	DISEASES	0
794	CALB2	calbindin 2	1	DISEASES	0
795	S100G	S100 calcium binding protein G	0		1
796	CALCA	calcitonin-related polypeptide alpha	0		0
797	CALCB	calcitonin-related polypeptide beta	0		0
799	CALCR	calcitonin receptor	0		0
800	CALD1	caldesmon 1	0		0
801	CALM1	calmodulin 1 (phosphorylase kinase, delta)	0		0
805	CALM2	calmodulin 2 (phosphorylase kinase, delta)	0		1
808	CALM3	calmodulin 3 (phosphorylase kinase, delta)	0		1
810	CALML3	calmodulin-like 3	0		0
811	CALR	calreticulin	0		0
813	CALU	calumenin	0		0
814	CAMK4	calcium/calmodulin-dependent protein kinase IV	0		0
815	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha	0		0
816	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	0		0
817	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	0		1
818	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma	0		0
819	CAMLG	calcium modulating ligand	0		0
820	CAMP	cathelicidin antimicrobial peptide	0		0
821	CANX	calnexin	0		1
822	CAPG	capping protein (actin filament), gelsolin-like	0		0
823	CAPN1	calpain 1, (mu/I) large subunit	1	DISEASES	0
824	CAPN2	calpain 2, (m/II) large subunit	0		0
825	CAPN3	calpain 3, (p94)	0		0
826	CAPNS1	calpain, small subunit 1	0		0
827	CAPN6	calpain 6	0		1
828	CAPS	calcyphosine	0		0
829	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1	0		1
830	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	0		0
831	CAST	calpastatin	0		0
832	CAPZB	capping protein (actin filament) muscle Z-line, beta	0		1
833	CARS	cysteinyl-tRNA synthetase	0		1
834	CASP1	caspase 1, apoptosis-related cysteine peptidase	1	DisGeNET	0
835	CASP2	caspase 2, apoptosis-related cysteine peptidase	1	DisGeNET	0
836	CASP3	caspase 3, apoptosis-related cysteine peptidase	1	DisGeNET	1
837	CASP4	caspase 4, apoptosis-related cysteine peptidase	0		0
838	CASP5	caspase 5, apoptosis-related cysteine peptidase	0		0
839	CASP6	caspase 6, apoptosis-related cysteine peptidase	1	DisGeNET	0
840	CASP7	caspase 7, apoptosis-related cysteine peptidase	0		0
841	CASP8	caspase 8, apoptosis-related cysteine peptidase	1	DisGeNET	0
842	CASP9	caspase 9, apoptosis-related cysteine peptidase	0		1
843	CASP10	caspase 10, apoptosis-related cysteine peptidase	0		0
844	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	0		0
845	CASQ2	calsequestrin 2 (cardiac muscle)	0		0
846	CASR	calcium-sensing receptor	0		0
847	CAT	catalase	1	DisGeNET	1
857	CAV1	caveolin 1, caveolae protein, 22kDa	0		0
858	CAV2	caveolin 2	0		0
859	CAV3	caveolin 3	0		0
860	RUNX2	runt-related transcription factor 2	0		0
861	RUNX1	runt-related transcription factor 1	0		0
862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	0		1
863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	0		0
864	RUNX3	runt-related transcription factor 3	0		1
865	CBFB	core-binding factor, beta subunit	0		1
866	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	0		1
867	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	0		0
868	CBLB	Cbl proto-oncogene B, E3 ubiquitin protein ligase	0		1
869	CBLN1	cerebellin 1 precursor	0		1
871	SERPINH1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	0		0
873	CBR1	carbonyl reductase 1	0		0
874	CBR3	carbonyl reductase 3	0		1
875	CBS	cystathionine-beta-synthase	0		1
881	CCIN	calicin	0		0
883	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	0		0
885	CCK	cholecystokinin	0		0
886	CCKAR	cholecystokinin A receptor	0		0
887	CCKBR	cholecystokinin B receptor	0		0
889	KRIT1	KRIT1, ankyrin repeat containing	0		0
890	CCNA2	cyclin A2	0		0
891	CCNB1	cyclin B1	0		0
892	CCNC	cyclin C	0		0
894	CCND2	cyclin D2	0		0
896	CCND3	cyclin D3	0		0
898	CCNE1	cyclin E1	0		0
899	CCNF	cyclin F	0		0
900	CCNG1	cyclin G1	0		0
901	CCNG2	cyclin G2	0		1
902	CCNH	cyclin H	0		0
904	CCNT1	cyclin T1	0		1
905	CCNT2	cyclin T2	0		1
908	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	0		1
909	CD1A	CD1a molecule	0		0
910	CD1B	CD1b molecule	0		1
911	CD1C	CD1c molecule	0		0
912	CD1D	CD1d molecule	0		0
913	CD1E	CD1e molecule	0		1
914	CD2	CD2 molecule	0		1
915	CD3D	CD3d molecule, delta (CD3-TCR complex)	0		0
916	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	0		0
917	CD3G	CD3g molecule, gamma (CD3-TCR complex)	0		0
919	CD247	CD247 molecule	0		0
920	CD4	CD4 molecule	0		1
921	CD5	CD5 molecule	0		1
922	CD5L	CD5 molecule-like	0		1
923	CD6	CD6 molecule	0		0
924	CD7	CD7 molecule	0		0
925	CD8A	CD8a molecule	0		1
926	CD8B	CD8b molecule	0		0
928	CD9	CD9 molecule	0		0
929	CD14	CD14 molecule	0		1
930	CD19	CD19 molecule	0		0
931	MS4A1	membrane-spanning 4-domains, subfamily A, member 1	0		1
932	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)	0		1
933	CD22	CD22 molecule	0		0
939	CD27	CD27 molecule	0		0
940	CD28	CD28 molecule	0		0
941	CD80	CD80 molecule	0		1
942	CD86	CD86 molecule	0		0
943	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	0		0
944	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	0		0
945	CD33	CD33 molecule	0		0
946	SIGLEC6	sialic acid binding Ig-like lectin 6	0		0
947	CD34	CD34 molecule	0		0
948	CD36	CD36 molecule (thrombospondin receptor)	0		1
949	SCARB1	scavenger receptor class B, member 1	0		0
950	SCARB2	scavenger receptor class B, member 2	1	DISEASES	0
951	CD37	CD37 molecule	0		1
952	CD38	CD38 molecule	0		1
953	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	0		0
954	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	0		0
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	0		0
956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	0		1
957	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	0		0
958	CD40	CD40 molecule, TNF receptor superfamily member 5	1	DisGeNET	0
959	CD40LG	CD40 ligand	0		0
960	CD44	CD44 molecule (Indian blood group)	0		0
961	CD47	CD47 molecule	0		0
962	CD48	CD48 molecule	0		0
963	CD53	CD53 molecule	0		1
965	CD58	CD58 molecule	0		0
966	CD59	CD59 molecule, complement regulatory protein	0		1
967	CD63	CD63 molecule	0		0
968	CD68	CD68 molecule	0		0
969	CD69	CD69 molecule	0		0
970	CD70	CD70 molecule	0		0
971	CD72	CD72 molecule	0		0
972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	0		0
973	CD79A	CD79a molecule, immunoglobulin-associated alpha	0		1
974	CD79B	CD79b molecule, immunoglobulin-associated beta	0		1
975	CD81	CD81 molecule	0		1
976	ADGRE5	adhesion G protein-coupled receptor E5	0		1
977	CD151	CD151 molecule (Raph blood group)	0		1
978	CDA	cytidine deaminase	0		1
983	CDK1	cyclin-dependent kinase 1	0		0
984	CDK11B	cyclin-dependent kinase 11B	0		1
987	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	0		1
988	CDC5L	cell division cycle 5-like	0		0
989	SEPT7	septin 7	0		0
990	CDC6	cell division cycle 6	0		1
991	CDC20	cell division cycle 20	0		0
993	CDC25A	cell division cycle 25A	0		0
994	CDC25B	cell division cycle 25B	0		0
995	CDC25C	cell division cycle 25C	0		0
996	CDC27	cell division cycle 27	0		0
997	CDC34	cell division cycle 34	0		1
998	CDC42	cell division cycle 42	1	DisGeNET	0
999	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	0		0
1000	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	1	DisGeNET	1
1001	CDH3	cadherin 3, type 1, P-cadherin (placental)	0		0
1002	CDH4	cadherin 4, type 1, R-cadherin (retinal)	0		0
1003	CDH5	cadherin 5, type 2 (vascular endothelium)	0		1
1004	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	0		0
1005	CDH7	cadherin 7, type 2	0		1
1006	CDH8	cadherin 8, type 2	0		1
1007	CDH9	cadherin 9, type 2 (T1-cadherin)	0		0
1008	CDH10	cadherin 10, type 2 (T2-cadherin)	0		0
1009	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	0		0
1010	CDH12	cadherin 12, type 2 (N-cadherin 2)	0		1
1012	CDH13	cadherin 13	0		0
1013	CDH15	cadherin 15, type 1, M-cadherin (myotubule)	0		0
1014	CDH16	cadherin 16, KSP-cadherin	0		0
1015	CDH17	cadherin 17, LI cadherin (liver-intestine)	0		0
1016	CDH18	cadherin 18, type 2	0		0
1017	CDK2	cyclin-dependent kinase 2	0		0
1018	CDK3	cyclin-dependent kinase 3	0		0
1019	CDK4	cyclin-dependent kinase 4	0		1
1020	CDK5	cyclin-dependent kinase 5	0		1
1021	CDK6	cyclin-dependent kinase 6	0		0
1022	CDK7	cyclin-dependent kinase 7	0		0
1024	CDK8	cyclin-dependent kinase 8	0		0
1025	CDK9	cyclin-dependent kinase 9	0		1
1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	0		0
1027	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	0		1
1028	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	0		1
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	0		1
1030	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	0		1
1031	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	0		0
1032	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	0		0
1033	CDKN3	cyclin-dependent kinase inhibitor 3	0		0
1036	CDO1	cysteine dioxygenase type 1	0		1
1038	CDR1	cerebellar degeneration-related protein 1, 34kDa	0		1
1039	CDR2	cerebellar degeneration-related protein 2, 62kDa	0		0
1040	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	0		1
1041	CDSN	corneodesmosin	0		1
1043	CD52	CD52 molecule	0		0
1044	CDX1	caudal type homeobox 1	0		0
1045	CDX2	caudal type homeobox 2	0		0
1046	CDX4	caudal type homeobox 4	0		0
1047	CLGN	calmegin	0		0
1048	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5	0		0
1050	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	0		0
1051	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	0		0
1052	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	0		0
1053	CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	0		0
1054	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	0		1
1056	CEL	carboxyl ester lipase	0		1
1058	CENPA	centromere protein A	0		0
1059	CENPB	centromere protein B, 80kDa	0		0
1060	CENPC	centromere protein C	0		0
1062	CENPE	centromere protein E, 312kDa	0		1
1063	CENPF	centromere protein F, 350/400kDa	0		0
1066	CES1	carboxylesterase 1	0		0
1068	CETN1	centrin, EF-hand protein, 1	0		1
1069	CETN2	centrin, EF-hand protein, 2	0		0
1070	CETN3	centrin, EF-hand protein, 3	0		1
1071	CETP	cholesteryl ester transfer protein, plasma	0		0
1072	CFL1	cofilin 1 (non-muscle)	0		0
1073	CFL2	cofilin 2 (muscle)	0		0
1075	CTSC	cathepsin C	0		0
1080	CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	0		0
1081	CGA	glycoprotein hormones, alpha polypeptide	0		1
1082	CGB	chorionic gonadotropin, beta polypeptide	0		0
1084	CEACAM3	carcinoembryonic antigen-related cell adhesion molecule 3	0		0
1087	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	0		0
1088	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8	0		1
1089	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	0		1
1101	CHAD	chondroadherin	0		1
1102	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	0		0
1103	CHAT	choline O-acetyltransferase	0		1
1104	RCC1	regulator of chromosome condensation 1	0		0
1105	CHD1	chromodomain helicase DNA binding protein 1	0		1
1106	CHD2	chromodomain helicase DNA binding protein 2	1	DISEASES, DisGeNET	1
1107	CHD3	chromodomain helicase DNA binding protein 3	0		0
1108	CHD4	chromodomain helicase DNA binding protein 4	0		0
1109	AKR1C4	aldo-keto reductase family 1, member C4	0		1
1111	CHEK1	checkpoint kinase 1	0		0
1112	FOXN3	forkhead box N3	0		1
1113	CHGA	chromogranin A	0		0
1114	CHGB	chromogranin B	0		0
1116	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	0		1
1117	CHI3L2	chitinase 3-like 2	0		1
1118	CHIT1	chitinase 1 (chitotriosidase)	0		1
1119	CHKA	choline kinase alpha	0		0
1120	CHKB	choline kinase beta	0		0
1121	CHM	choroideremia (Rab escort protein 1)	0		0
1122	CHML	choroideremia-like (Rab escort protein 2)	0		1
1123	CHN1	chimerin 1	0		1
1124	CHN2	chimerin 2	0		0
1128	CHRM1	cholinergic receptor, muscarinic 1	1	DisGeNET	0
1129	CHRM2	cholinergic receptor, muscarinic 2	1	DisGeNET	0
1130	LYST	lysosomal trafficking regulator	0		0
1131	CHRM3	cholinergic receptor, muscarinic 3	1	GWAS Catalog	0
1132	CHRM4	cholinergic receptor, muscarinic 4	0		1
1133	CHRM5	cholinergic receptor, muscarinic 5	0		1
1134	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)	0		0
1135	CHRNA2	cholinergic receptor, nicotinic, alpha 2 (neuronal)	1	DOAF	1
1136	CHRNA3	cholinergic receptor, nicotinic, alpha 3 (neuronal)	0		1
1137	CHRNA4	cholinergic receptor, nicotinic, alpha 4 (neuronal)	1	DISEASES, DOAF, DisGeNET	0
1138	CHRNA5	cholinergic receptor, nicotinic, alpha 5 (neuronal)	0		1
1139	CHRNA7	cholinergic receptor, nicotinic, alpha 7 (neuronal)	1	DisGeNET	0
1140	CHRNB1	cholinergic receptor, nicotinic, beta 1 (muscle)	0		0
1141	CHRNB2	cholinergic receptor, nicotinic, beta 2 (neuronal)	1	DISEASES, DOAF, DisGeNET	0
1142	CHRNB3	cholinergic receptor, nicotinic, beta 3 (neuronal)	0		0
1143	CHRNB4	cholinergic receptor, nicotinic, beta 4 (neuronal)	0		1
1144	CHRND	cholinergic receptor, nicotinic, delta (muscle)	0		0
1145	CHRNE	cholinergic receptor, nicotinic, epsilon (muscle)	0		0
1146	CHRNG	cholinergic receptor, nicotinic, gamma (muscle)	0		1
1147	CHUK	conserved helix-loop-helix ubiquitous kinase	0		1
1149	CIDEA	cell death-inducing DFFA-like effector a	0		0
1152	CKB	creatine kinase, brain	0		0
1153	CIRBP	cold inducible RNA binding protein	0		0
1154	CISH	cytokine inducible SH2-containing protein	0		1
1155	TBCB	tubulin folding cofactor B	0		1
1158	CKM	creatine kinase, muscle	0		0
1159	CKMT1B	creatine kinase, mitochondrial 1B	0		0
1160	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	0		0
1161	ERCC8	excision repair cross-complementation group 8	0		1
1163	CKS1B	CDC28 protein kinase regulatory subunit 1B	0		0
1164	CKS2	CDC28 protein kinase regulatory subunit 2	0		0
1173	AP2M1	adaptor-related protein complex 2, mu 1 subunit	0		0
1174	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	0		0
1175	AP2S1	adaptor-related protein complex 2, sigma 1 subunit	0		0
1176	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	0		0
1178	CLC	Charcot-Leyden crystal galectin	0		1
1179	CLCA1	chloride channel accessory 1	0		1
1180	CLCN1	chloride channel, voltage-sensitive 1	0		0
1181	CLCN2	chloride channel, voltage-sensitive 2	1	DISEASES, DOAF, DisGeNET	0
1182	CLCN3	chloride channel, voltage-sensitive 3	0		1
1183	CLCN4	chloride channel, voltage-sensitive 4	0		0
1184	CLCN5	chloride channel, voltage-sensitive 5	0		0
1185	CLCN6	chloride channel, voltage-sensitive 6	1	DISEASES	0
1186	CLCN7	chloride channel, voltage-sensitive 7	0		0
1187	CLCNKA	chloride channel, voltage-sensitive Ka	0		0
1188	CLCNKB	chloride channel, voltage-sensitive Kb	0		1
1191	CLU	clusterin	0		1
1192	CLIC1	chloride intracellular channel 1	0		0
1193	CLIC2	chloride intracellular channel 2	0		1
1195	CLK1	CDC-like kinase 1	0		1
1196	CLK2	CDC-like kinase 2	0		0
1198	CLK3	CDC-like kinase 3	0		0
1200	TPP1	tripeptidyl peptidase I	1	DISEASES	0
1201	CLN3	ceroid-lipofuscinosis, neuronal 3	0		0
1203	CLN5	ceroid-lipofuscinosis, neuronal 5	1	DISEASES	1
1207	CLNS1A	chloride channel, nucleotide-sensitive, 1A	0		1
1208	CLPS	colipase, pancreatic	0		0
1209	CLPTM1	cleft lip and palate associated transmembrane protein 1	0		0
1211	CLTA	clathrin, light chain A	0		0
1212	CLTB	clathrin, light chain B	0		0
1213	CLTC	clathrin, heavy chain (Hc)	0		0
1215	CMA1	chymase 1, mast cell	0		0
1230	CCR1	chemokine (C-C motif) receptor 1	0		1
1232	CCR3	chemokine (C-C motif) receptor 3	1	DisGeNET	0
1233	CCR4	chemokine (C-C motif) receptor 4	0		0
1234	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	1	DisGeNET	1
1235	CCR6	chemokine (C-C motif) receptor 6	0		1
1236	CCR7	chemokine (C-C motif) receptor 7	1	DisGeNET	0
1237	CCR8	chemokine (C-C motif) receptor 8	1	DisGeNET	0
1238	ACKR2	atypical chemokine receptor 2	0		0
1240	CMKLR1	chemerin chemokine-like receptor 1	0		0
1241	LTB4R	leukotriene B4 receptor	0		0
1244	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	1	DisGeNET	0
1258	CNGB1	cyclic nucleotide gated channel beta 1	0		1
1259	CNGA1	cyclic nucleotide gated channel alpha 1	0		0
1260	CNGA2	cyclic nucleotide gated channel alpha 2	0		0
1261	CNGA3	cyclic nucleotide gated channel alpha 3	0		1
1262	CNGA4	cyclic nucleotide gated channel alpha 4	0		1
1263	PLK3	polo-like kinase 3	0		1
1264	CNN1	calponin 1, basic, smooth muscle	0		0
1265	CNN2	calponin 2	0		1
1266	CNN3	calponin 3, acidic	0		0
1267	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	0		1
1268	CNR1	cannabinoid receptor 1 (brain)	1	DISEASES, DisGeNET	1
1269	CNR2	cannabinoid receptor 2 (macrophage)	0		1
1270	CNTF	ciliary neurotrophic factor	0		0
1271	CNTFR	ciliary neurotrophic factor receptor	0		0
1272	CNTN1	contactin 1	0		0
